# ==========================================
# 智能动态规划轨迹 v2.0 | v_formation
# 起点: 0,0,30 -> 终点: 500,500,30
# dt=0.1s  drones=15
# Format: time(s),nodeId,x(m),y(m),z(m)
# ==========================================
30.600,10,165.466,111.322,30.000
30.600,11,64.119,197.184,30.000
30.600,12,165.941,95.347,30.000
30.600,13,47.149,197.184,30.000
30.600,14,165.943,78.390,30.000
30.700,0,162.637,196.739,30.000
30.700,1,149.291,198.186,30.000
30.700,2,160.441,178.243,30.000
30.700,3,132.550,198.162,30.000
30.700,4,160.480,160.874,30.000
30.700,5,115.588,198.166,30.000
30.700,6,161.607,143.754,30.000
30.700,7,98.618,198.166,30.000
30.700,8,163.414,128.028,30.000
30.700,9,81.647,198.166,30.000
30.700,10,165.943,112.091,30.000
30.700,11,64.677,198.166,30.000
30.700,12,166.498,96.319,30.000
30.700,13,47.706,198.166,30.000
30.700,14,166.500,79.372,30.000
30.800,0,163.249,197.801,30.000
30.800,1,149.849,199.163,30.000
30.800,2,160.643,179.086,30.000
30.800,3,133.114,199.125,30.000
30.800,4,160.666,161.721,30.000
30.800,5,116.152,199.129,30.000
30.800,6,161.763,144.559,30.000
30.800,7,99.182,199.129,30.000
30.800,8,163.606,128.876,30.000
30.800,9,82.211,199.129,30.000
30.800,10,166.429,112.830,30.000
30.800,11,65.241,199.129,30.000
30.800,12,167.061,97.269,30.000
30.800,13,48.270,199.129,30.000
30.800,14,167.064,80.335,30.000
30.900,0,163.887,198.868,30.000
30.900,1,150.409,200.119,30.000
30.900,2,160.844,179.931,30.000
30.900,3,133.680,200.068,30.000
30.900,4,160.848,162.559,30.000
30.900,5,116.721,200.072,30.000
30.900,6,161.910,145.352,30.000
30.900,7,99.750,200.072,30.000
30.900,8,163.795,129.713,30.000
30.900,9,82.779,200.072,30.000
30.900,10,166.921,113.543,30.000
30.900,11,65.809,200.072,30.000
30.900,12,167.627,98.196,30.000
30.900,13,48.838,200.072,30.000
30.900,14,167.632,81.278,30.000
31.000,0,164.542,199.935,30.000
31.000,1,150.966,201.053,30.000
31.000,2,161.046,180.778,30.000
31.000,3,134.248,200.991,30.000
31.000,4,161.025,163.388,30.000
31.000,5,117.289,200.996,30.000
31.000,6,162.049,146.133,30.000
31.000,7,100.319,200.996,30.000
31.000,8,163.978,130.538,30.000
31.000,9,83.348,200.996,30.000
31.000,10,167.418,114.231,30.000
31.000,11,66.378,200.996,30.000
31.000,12,168.194,99.101,30.000
31.000,13,49.407,200.996,30.000
31.000,14,168.201,82.202,30.000
31.100,0,165.203,200.996,30.000
31.100,1,151.518,201.967,30.000
31.100,2,161.251,181.629,30.000
31.100,3,134.814,201.896,30.000
31.100,4,161.195,164.207,30.000
31.100,5,117.857,201.900,30.000
31.100,6,162.177,146.902,30.000
31.100,7,100.886,201.900,30.000
31.100,8,164.156,131.350,30.000
31.100,9,83.916,201.900,30.000
31.100,10,167.916,114.897,30.000
31.100,11,66.945,201.900,30.000
31.100,12,168.759,99.983,30.000
31.100,13,49.975,201.900,30.000
31.100,14,168.768,83.107,30.000
31.200,0,165.841,202.035,30.000
31.200,1,152.063,202.861,30.000
31.200,2,161.460,182.485,30.000
31.200,3,135.375,202.782,30.000
31.200,4,161.359,165.015,30.000
31.200,5,118.420,202.787,30.000
31.200,6,162.296,147.660,30.000
31.200,7,101.450,202.787,30.000
31.200,8,164.326,132.146,30.000
31.200,9,84.479,202.787,30.000
31.200,10,168.415,115.544,30.000
31.200,11,67.509,202.787,30.000
31.200,12,169.320,100.845,30.000
31.200,13,50.538,202.787,30.000
31.200,14,169.332,83.993,30.000
31.300,0,166.450,203.054,30.000
31.300,1,152.598,203.736,30.000
31.300,2,161.676,183.347,30.000
31.300,3,135.931,203.651,30.000
31.300,4,161.515,165.812,30.000
31.300,5,118.978,203.656,30.000
31.300,6,162.404,148.407,30.000
31.300,7,102.008,203.656,30.000
31.300,8,164.488,132.926,30.000
31.300,9,85.037,203.656,30.000
31.300,10,168.913,116.173,30.000
31.300,11,68.066,203.656,30.000
31.300,12,169.875,101.685,30.000
31.300,13,51.096,203.656,30.000
31.300,14,169.890,84.862,30.000
31.400,0,167.031,204.057,30.000
31.400,1,153.124,204.593,30.000
31.400,2,161.901,184.215,30.000
31.400,3,136.480,204.504,30.000
31.400,4,161.665,166.598,30.000
31.400,5,119.529,204.509,30.000
31.400,6,162.504,149.144,30.000
31.400,7,102.558,204.509,30.000
31.400,8,164.642,133.689,30.000
31.400,9,85.588,204.509,30.000
31.400,10,169.409,116.785,30.000
31.400,11,68.617,204.509,30.000
31.400,12,170.423,102.507,30.000
31.400,13,51.647,204.509,30.000
31.400,14,170.441,85.715,30.000
31.500,0,167.581,205.047,30.000
31.500,1,153.638,205.435,30.000
31.500,2,162.138,185.091,30.000
31.500,3,137.020,205.341,30.000
31.500,4,161.807,167.373,30.000
31.500,5,120.072,205.347,30.000
31.500,6,162.594,149.872,30.000
31.500,7,103.102,205.347,30.000
31.500,8,164.785,134.434,30.000
31.500,9,86.131,205.347,30.000
31.500,10,169.902,117.384,30.000
31.500,11,69.160,205.347,30.000
31.500,12,170.962,103.310,30.000
31.500,13,52.190,205.347,30.000
31.500,14,170.984,86.553,30.000
31.600,0,168.104,206.028,30.000
31.600,1,154.142,206.262,30.000
31.600,2,162.389,185.974,30.000
31.600,3,137.552,206.165,30.000
31.600,4,161.941,168.136,30.000
31.600,5,120.607,206.170,30.000
31.600,6,162.677,150.593,30.000
31.600,7,103.636,206.170,30.000
31.600,8,164.919,135.159,30.000
31.600,9,86.666,206.170,30.000
31.600,10,170.391,117.969,30.000
31.600,11,69.695,206.170,30.000
31.600,12,171.494,104.096,30.000
31.600,13,52.725,206.170,30.000
31.600,14,171.519,87.376,30.000
31.700,0,168.601,207.003,30.000
31.700,1,154.634,207.075,30.000
31.700,2,162.656,186.866,30.000
31.700,3,138.076,206.976,30.000
31.700,4,162.068,168.889,30.000
31.700,5,121.134,206.981,30.000
31.700,6,162.752,151.306,30.000
31.700,7,104.163,206.981,30.000
31.700,8,165.042,135.866,30.000
31.700,9,87.193,206.981,30.000
31.700,10,170.877,118.542,30.000
31.700,11,70.222,206.981,30.000
31.700,12,172.017,104.866,30.000
31.700,13,53.252,206.981,30.000
31.700,14,172.045,88.187,30.000
31.800,0,169.076,207.974,30.000
31.800,1,155.116,207.878,30.000
31.800,2,162.942,187.765,30.000
31.800,3,138.591,207.775,30.000
31.800,4,162.188,169.630,30.000
31.800,5,121.653,207.781,30.000
31.800,6,162.821,152.011,30.000
31.800,7,104.682,207.781,30.000
31.800,8,165.154,136.551,30.000
31.800,9,87.712,207.781,30.000
31.800,10,171.363,119.126,30.000
31.800,11,70.741,207.781,30.000
31.800,12,172.531,105.621,30.000
31.800,13,53.771,207.781,30.000
31.800,14,172.564,88.987,30.000
31.900,0,169.534,208.943,30.000
31.900,1,155.588,208.669,30.000
31.900,2,163.250,188.672,30.000
31.900,3,139.099,208.564,30.000
31.900,4,162.300,170.360,30.000
31.900,5,122.165,208.569,30.000
31.900,6,162.884,152.709,30.000
31.900,7,105.194,208.569,30.000
31.900,8,165.254,137.217,30.000
31.900,9,88.223,208.569,30.000
31.900,10,171.848,119.713,30.000
31.900,11,71.253,208.569,30.000
31.900,12,173.038,106.362,30.000
31.900,13,54.282,208.569,30.000
31.900,14,173.076,89.775,30.000
32.000,0,169.981,209.911,30.000
32.000,1,156.052,209.452,30.000
32.000,2,163.580,189.585,30.000
32.000,3,139.600,209.343,30.000
32.000,4,162.405,171.078,30.000
32.000,5,122.670,209.349,30.000
32.000,6,162.942,153.398,30.000
32.000,7,105.699,209.349,30.000
32.000,8,165.342,137.861,30.000
32.000,9,88.729,209.349,30.000
32.000,10,172.333,120.298,30.000
32.000,11,71.758,209.349,30.000
32.000,12,173.539,107.089,30.000
32.000,13,54.788,209.349,30.000
32.000,14,173.582,90.555,30.000
32.100,0,170.422,210.878,30.000
32.100,1,156.510,210.227,30.000
32.100,2,163.934,190.503,30.000
32.100,3,140.096,210.114,30.000
32.100,4,162.504,171.785,30.000
32.100,5,123.170,210.119,30.000
32.100,6,162.996,154.079,30.000
32.100,7,106.199,210.119,30.000
32.100,8,165.419,138.484,30.000
32.100,9,89.229,210.119,30.000
32.100,10,172.817,120.874,30.000
32.100,11,72.258,210.119,30.000
32.100,12,174.033,107.804,30.000
32.100,13,55.288,210.119,30.000
32.100,14,174.082,91.325,30.000
32.200,0,170.863,211.844,30.000
32.200,1,156.961,210.994,30.000
32.200,2,164.313,191.424,30.000
32.200,3,140.587,210.876,30.000
32.200,4,162.596,172.481,30.000
32.200,5,123.666,210.881,30.000
32.200,6,163.045,154.752,30.000
32.200,7,106.695,210.881,30.000
32.200,8,165.483,139.085,30.000
32.200,9,89.725,210.881,30.000
32.200,10,173.301,121.440,30.000
32.200,11,72.754,210.881,30.000
32.200,12,174.522,108.506,30.000
32.200,13,55.783,210.881,30.000
32.200,14,174.577,92.087,30.000
32.300,0,171.309,212.807,30.000
32.300,1,157.409,211.754,30.000
32.300,2,164.716,192.347,30.000
32.300,3,141.074,211.631,30.000
32.300,4,162.682,173.166,30.000
32.300,5,124.158,211.635,30.000
32.300,6,163.090,155.416,30.000
32.300,7,107.187,211.635,30.000
32.300,8,165.534,139.665,30.000
32.300,9,90.217,211.635,30.000
32.300,10,173.784,121.992,30.000
32.300,11,73.246,211.635,30.000
32.300,12,175.008,109.195,30.000
32.300,13,56.276,211.635,30.000
32.300,14,175.070,92.841,30.000
32.400,0,171.764,213.766,30.000
32.400,1,157.853,212.509,30.000
32.400,2,165.142,193.269,30.000
32.400,3,141.559,212.378,30.000
32.400,4,162.762,173.839,30.000
32.400,5,124.648,212.382,30.000
32.400,6,163.132,156.072,30.000
32.400,7,107.678,212.382,30.000
32.400,8,165.573,140.223,30.000
32.400,9,90.707,212.382,30.000
32.400,10,174.266,122.528,30.000
32.400,11,73.737,212.382,30.000
32.400,12,175.490,109.872,30.000
32.400,13,56.766,212.382,30.000
32.400,14,175.560,93.588,30.000
32.500,0,172.233,214.718,30.000
32.500,1,158.297,213.258,30.000
32.500,2,165.588,194.188,30.000
32.500,3,142.043,213.118,30.000
32.500,4,162.836,174.501,30.000
32.500,5,125.137,213.122,30.000
32.500,6,163.170,156.719,30.000
32.500,7,108.167,213.122,30.000
32.500,8,165.600,140.760,30.000
32.500,9,91.196,213.122,30.000
32.500,10,174.748,123.048,30.000
32.500,11,74.226,213.122,30.000
32.500,12,175.971,110.537,30.000
32.500,13,57.255,213.122,30.000
32.500,14,176.049,94.328,30.000
32.600,0,172.719,215.661,30.000
32.600,1,158.742,214.001,30.000
32.600,2,166.050,195.102,30.000
32.600,3,142.526,213.852,30.000
32.600,4,162.904,175.152,30.000
32.600,5,125.626,213.855,30.000
32.600,6,163.205,157.357,30.000
32.600,7,108.656,213.855,30.000
32.600,8,165.615,141.276,30.000
32.600,9,91.685,213.855,30.000
32.600,10,175.230,123.551,30.000
32.600,11,74.715,213.855,30.000
32.600,12,176.450,111.190,30.000
32.600,13,57.744,213.855,30.000
32.600,14,176.538,95.061,30.000
32.700,0,173.224,216.593,30.000
32.700,1,159.188,214.739,30.000
32.700,2,166.525,196.007,30.000
32.700,3,143.009,214.578,30.000
32.700,4,162.967,175.791,30.000
32.700,5,126.116,214.581,30.000
32.700,6,163.238,157.986,30.000
32.700,7,109.145,214.581,30.000
32.700,8,165.618,141.772,30.000
32.700,9,92.175,214.581,30.000
32.700,10,175.710,124.037,30.000
32.700,11,75.204,214.581,30.000
32.700,12,176.929,111.831,30.000
32.700,13,58.233,214.581,30.000
32.700,14,177.027,95.787,30.000
32.800,0,173.749,217.513,30.000
32.800,1,159.637,215.473,30.000
32.800,2,167.006,196.903,30.000
32.800,3,143.494,215.298,30.000
32.800,4,163.026,176.419,30.000
32.800,5,126.607,215.299,30.000
32.800,6,163.268,158.606,30.000
32.800,7,109.636,215.299,30.000
32.800,8,165.609,142.248,30.000
32.800,9,92.666,215.299,30.000
32.800,10,176.190,124.504,30.000
32.800,11,75.695,215.299,30.000
32.800,12,177.407,112.459,30.000
32.800,13,58.724,215.299,30.000
32.800,14,177.518,96.505,30.000
32.900,0,174.296,218.417,30.000
32.900,1,160.091,216.201,30.000
32.900,2,167.489,197.787,30.000
32.900,3,143.980,216.011,30.000
32.900,4,163.079,177.036,30.000
32.900,5,127.099,216.011,30.000
32.900,6,163.295,159.216,30.000
32.900,7,110.129,216.011,30.000
32.900,8,165.589,142.705,30.000
32.900,9,93.158,216.011,30.000
32.900,10,176.669,124.955,30.000
32.900,11,76.188,216.011,30.000
32.900,12,177.887,113.074,30.000
32.900,13,59.217,216.011,30.000
32.900,14,178.011,97.217,30.000
33.000,0,174.866,219.303,30.000
33.000,1,160.549,216.923,30.000
33.000,2,167.966,198.656,30.000
33.000,3,144.469,216.717,30.000
33.000,4,163.128,177.641,30.000
33.000,5,127.595,216.715,30.000
33.000,6,163.320,159.817,30.000
33.000,7,110.624,216.715,30.000
33.000,8,165.558,143.144,30.000
33.000,9,93.654,216.715,30.000
33.000,10,177.148,125.388,30.000
33.000,11,76.683,216.715,30.000
33.000,12,178.368,113.678,30.000
33.000,13,59.713,216.715,30.000
33.000,14,178.507,97.921,30.000
33.100,0,175.458,220.171,30.000
33.100,1,161.014,217.640,30.000
33.100,2,168.431,199.510,30.000
33.100,3,144.961,217.416,30.000
33.100,4,163.173,178.236,30.000
33.100,5,128.093,217.412,30.000
33.100,6,163.343,160.409,30.000
33.100,7,111.123,217.412,30.000
33.100,8,165.518,143.566,30.000
33.100,9,94.152,217.412,30.000
33.100,10,177.625,125.803,30.000
33.100,11,77.182,217.412,30.000
33.100,12,178.850,114.268,30.000
33.100,13,60.211,217.412,30.000
33.100,14,179.005,98.618,30.000
33.200,0,176.070,221.018,30.000
33.200,1,161.485,218.352,30.000
33.200,2,168.878,200.347,30.000
33.200,3,145.456,218.107,30.000
33.200,4,163.214,178.819,30.000
33.200,5,128.595,218.101,30.000
33.200,6,163.364,160.992,30.000
33.200,7,111.624,218.101,30.000
33.200,8,165.468,143.971,30.000
33.200,9,94.654,218.101,30.000
33.200,10,178.102,126.202,30.000
33.200,11,77.683,218.101,30.000
33.200,12,179.334,114.846,30.000
33.200,13,60.713,218.101,30.000
33.200,14,179.507,99.307,30.000
33.300,0,176.703,221.843,30.000
33.300,1,161.963,219.057,30.000
33.300,2,169.299,201.166,30.000
33.300,3,145.955,218.790,30.000
33.300,4,163.251,179.392,30.000
33.300,5,129.099,218.783,30.000
33.300,6,163.383,161.565,30.000
33.300,7,112.129,218.783,30.000
33.300,8,165.409,144.361,30.000
33.300,9,95.159,218.783,30.000
33.300,10,178.578,126.584,30.000
33.300,11,78.188,218.783,30.000
33.300,12,179.820,115.411,30.000
33.300,13,61.218,218.783,30.000
33.300,14,180.011,99.988,30.000
33.400,0,177.355,222.645,30.000
33.400,1,162.449,219.756,30.000
33.400,2,169.689,201.973,30.000
33.400,3,146.457,219.466,30.000
33.400,4,163.284,179.954,30.000
33.400,5,129.608,219.456,30.000
33.400,6,163.400,162.129,30.000
33.400,7,112.638,219.456,30.000
33.400,8,165.343,144.738,30.000
33.400,9,95.667,219.456,30.000
33.400,10,179.053,126.950,30.000
33.400,11,78.696,219.456,30.000
33.400,12,180.308,115.964,30.000
33.400,13,61.726,219.456,30.000
33.400,14,180.520,100.660,30.000
33.500,0,178.024,223.423,30.000
33.500,1,162.943,220.448,30.000
33.500,2,170.047,202.771,30.000
33.500,3,146.962,220.133,30.000
33.500,4,163.314,180.506,30.000
33.500,5,130.119,220.121,30.000
33.500,6,163.415,162.684,30.000
33.500,7,113.149,220.121,30.000
33.500,8,165.270,145.101,30.000
33.500,9,96.179,220.121,30.000
33.500,10,179.528,127.300,30.000
33.500,11,79.208,220.121,30.000
33.500,12,180.798,116.504,30.000
33.500,13,62.238,220.121,30.000
33.500,14,181.031,101.324,30.000
33.600,0,178.707,224.175,30.000
33.600,1,163.444,221.133,30.000
33.600,2,170.371,203.565,30.000
33.600,3,147.470,220.792,30.000
33.600,4,163.341,181.046,30.000
33.600,5,130.634,220.777,30.000
33.600,6,163.429,163.229,30.000
33.600,7,113.664,220.777,30.000
33.600,8,165.190,145.453,30.000
33.600,9,96.693,220.777,30.000
33.600,10,180.002,127.635,30.000
33.600,11,79.723,220.777,30.000
33.600,12,181.290,117.031,30.000
33.600,13,62.752,220.777,30.000
33.600,14,181.546,101.979,30.000
33.700,0,179.403,224.903,30.000
33.700,1,163.953,221.811,30.000
33.700,2,170.664,204.360,30.000
33.700,3,147.982,221.443,30.000
33.700,4,163.365,181.577,30.000
33.700,5,131.151,221.424,30.000
33.700,6,163.441,163.766,30.000
33.700,7,114.181,221.424,30.000
33.700,8,165.106,145.794,30.000
33.700,9,97.211,221.424,30.000
33.700,10,180.475,127.956,30.000
33.700,11,80.240,221.424,30.000
33.700,12,181.783,117.546,30.000
33.700,13,63.270,221.424,30.000
33.700,14,182.063,102.625,30.000
33.800,0,180.108,225.604,30.000
33.800,1,164.469,222.480,30.000
33.800,2,170.930,205.158,30.000
33.800,3,148.496,222.085,30.000
33.800,4,163.385,182.098,30.000
33.800,5,131.671,222.062,30.000
33.800,6,163.451,164.294,30.000
33.800,7,114.701,222.062,30.000
33.800,8,165.017,146.126,30.000
33.800,9,97.731,222.062,30.000
33.800,10,180.947,128.262,30.000
33.800,11,80.760,222.062,30.000
33.800,12,182.278,118.048,30.000
33.800,13,63.790,222.062,30.000
33.800,14,182.583,103.261,30.000
33.900,0,180.822,226.279,30.000
33.900,1,164.992,223.141,30.000
33.900,2,171.175,205.963,30.000
33.900,3,149.012,222.717,30.000
33.900,4,163.403,182.609,30.000
33.900,5,132.192,222.691,30.000
33.900,6,163.459,164.813,30.000
33.900,7,115.223,222.691,30.000
33.900,8,164.925,146.451,30.000
33.900,9,98.252,222.691,30.000
33.900,10,181.418,128.554,30.000
33.900,11,81.282,222.691,30.000
33.900,12,182.774,118.538,30.000
33.900,13,64.311,222.691,30.000
33.900,14,183.104,103.887,30.000
34.000,0,181.539,226.929,30.000
34.000,1,165.522,223.792,30.000
34.000,2,171.408,206.777,30.000
34.000,3,149.530,223.341,30.000
34.000,4,163.419,183.110,30.000
34.000,5,132.716,223.310,30.000
34.000,6,163.467,165.323,30.000
34.000,7,115.746,223.310,30.000
34.000,8,164.830,146.768,30.000
34.000,9,98.776,223.310,30.000
34.000,10,181.887,128.833,30.000
34.000,11,81.805,223.310,30.000
34.000,12,183.270,119.016,30.000
34.000,13,64.835,223.310,30.000
34.000,14,183.627,104.502,30.000
34.100,0,182.259,227.552,30.000
34.100,1,166.058,224.435,30.000
34.100,2,171.636,207.601,30.000
34.100,3,150.050,223.955,30.000
34.100,4,163.432,183.602,30.000
34.100,5,133.240,223.920,30.000
34.100,6,163.472,165.825,30.000
34.100,7,116.271,223.919,30.000
34.100,8,164.734,147.080,30.000
34.100,9,99.300,223.919,30.000
34.100,10,182.354,129.099,30.000
34.100,11,82.330,223.919,30.000
34.100,12,183.767,119.482,30.000
34.100,13,65.359,223.919,30.000
34.100,14,184.151,105.106,30.000
34.200,0,182.979,228.150,30.000
34.200,1,166.599,225.068,30.000
34.200,2,171.868,208.435,30.000
34.200,3,150.570,224.559,30.000
34.200,4,163.443,184.085,30.000
34.200,5,133.764,224.519,30.000
34.200,6,163.477,166.319,30.000
34.200,7,116.795,224.519,30.000
34.200,8,164.637,147.387,30.000
34.200,9,99.825,224.519,30.000
34.200,10,182.819,129.353,30.000
34.200,11,82.854,224.519,30.000
34.200,12,184.264,119.936,30.000
34.200,13,65.884,224.519,30.000
34.200,14,184.675,105.700,30.000
34.300,0,183.696,228.723,30.000
34.300,1,167.144,225.690,30.000
34.300,2,172.113,209.278,30.000
34.300,3,151.091,225.154,30.000
34.300,4,163.452,184.558,30.000
34.300,5,134.289,225.109,30.000
34.300,6,163.480,166.804,30.000
34.300,7,117.320,225.109,30.000
34.300,8,164.540,147.691,30.000
34.300,9,100.350,225.109,30.000
34.300,10,183.281,129.597,30.000
34.300,11,83.379,225.109,30.000
34.300,12,184.760,120.379,30.000
34.300,13,66.409,225.109,30.000
34.300,14,185.199,106.281,30.000
34.400,0,184.408,229.272,30.000
34.400,1,167.694,226.302,30.000
34.400,2,172.378,210.128,30.000
34.400,3,151.612,225.738,30.000
34.400,4,163.459,185.023,30.000
34.400,5,134.813,225.689,30.000
34.400,6,163.483,167.281,30.000
34.400,7,117.844,225.688,30.000
34.400,8,164.443,147.992,30.000
34.400,9,100.874,225.688,30.000
34.400,10,183.740,129.832,30.000
34.400,11,83.903,225.688,30.000
34.400,12,185.256,120.807,30.000
34.400,13,66.933,225.688,30.000
34.400,14,185.722,106.852,30.000
34.500,0,185.113,229.797,30.000
34.500,1,168.246,226.904,30.000
34.500,2,172.670,210.985,30.000
34.500,3,152.132,226.313,30.000
34.500,4,163.464,185.479,30.000
34.500,5,135.336,226.258,30.000
34.500,6,163.484,167.750,30.000
34.500,7,118.368,226.258,30.000
34.500,8,164.348,148.292,30.000
34.500,9,101.397,226.258,30.000
34.500,10,184.196,130.057,30.000
34.500,11,84.427,226.258,30.000
34.500,12,185.751,121.222,30.000
34.500,13,67.456,226.258,30.000
34.500,14,186.244,107.410,30.000
34.600,0,185.809,230.298,30.000
34.600,1,168.801,227.493,30.000
34.600,2,172.996,211.844,30.000
34.600,3,152.651,226.878,30.000
34.600,4,163.468,185.927,30.000
34.600,5,135.857,226.817,30.000
34.600,6,163.484,168.211,30.000
34.600,7,118.889,226.816,30.000
34.600,8,164.255,148.590,30.000
34.600,9,101.919,226.816,30.000
34.600,10,184.648,130.272,30.000
34.600,11,84.948,226.817,30.000
34.600,12,186.245,121.623,30.000
34.600,13,67.977,226.817,30.000
34.600,14,186.764,107.956,30.000
34.700,0,186.495,230.778,30.000
34.700,1,169.358,228.072,30.000
34.700,2,173.361,212.705,30.000
34.700,3,153.168,227.432,30.000
34.700,4,163.470,186.367,30.000
34.700,5,136.376,227.366,30.000
34.700,6,163.484,168.665,30.000
34.700,7,119.408,227.365,30.000
34.700,8,164.165,148.889,30.000
34.700,9,102.438,227.365,30.000
34.700,10,185.096,130.478,30.000
34.700,11,85.467,227.365,30.000
34.700,12,186.737,122.012,30.000
34.700,13,68.497,227.365,30.000
34.700,14,187.281,108.490,30.000
34.800,0,187.169,231.235,30.000
34.800,1,169.914,228.638,30.000
34.800,2,173.769,213.565,30.000
34.800,3,153.683,227.976,30.000
34.800,4,163.471,186.799,30.000
34.800,5,136.892,227.904,30.000
34.800,6,163.482,169.110,30.000
34.800,7,119.925,227.903,30.000
34.800,8,164.077,149.188,30.000
34.800,9,102.954,227.903,30.000
34.800,10,185.540,130.674,30.000
34.800,11,85.983,227.903,30.000
34.800,12,187.227,122.390,30.000
34.800,13,69.013,227.903,30.000
34.800,14,187.795,109.012,30.000
34.900,0,187.829,231.672,30.000
