FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
6000,10.0.0.15,10.0.0.12,8,8,0,0,68340.9,0.00133608
6001,10.0.0.14,10.0.0.1,15,15,0,0,1.03905e+06,0.00283789
6002,10.0.0.1,10.0.0.14,8,8,0,0,68340.8,0.00133611
6003,10.0.0.15,10.0.0.9,15,15,0,0,1.03834e+06,0.00285108
6004,10.0.0.9,10.0.0.15,8,8,0,0,68328.2,0.00133613
6005,10.0.0.8,10.0.0.1,15,15,0,0,1.03897e+06,0.0028346
6006,10.0.0.1,10.0.0.8,8,8,0,0,68341.2,0.00133602
6007,10.0.0.2,10.0.0.7,15,15,0,0,1.03779e+06,0.00283007
6008,10.0.0.7,10.0.0.2,8,8,0,0,68341.1,0.00133603
6009,10.0.0.8,10.0.0.12,15,15,0,0,1.03373e+06,0.00635085
6010,10.0.0.12,10.0.0.8,8,8,0,0,72990.8,0.00139006
6011,10.0.0.14,10.0.0.15,15,15,0,0,1.03626e+06,0.00422759
6012,10.0.0.15,10.0.0.14,8,8,0,0,70231.1,0.00141702
6013,10.0.0.10,10.0.0.4,15,15,0,0,1.03728e+06,0.00293633
6014,10.0.0.4,10.0.0.10,8,8,0,0,68340,0.00133628
6015,10.0.0.14,10.0.0.5,15,15,0,0,1.03828e+06,0.00292893
6016,10.0.0.5,10.0.0.14,8,8,0,0,68340.7,0.00133612
6017,10.0.0.12,10.0.0.15,15,15,0,0,1.0388e+06,0.00289696
6018,10.0.0.15,10.0.0.12,8,8,0,0,68340.9,0.00133608
6019,10.0.0.1,10.0.0.5,15,15,0,0,1.03639e+06,0.00299119
6020,10.0.0.5,10.0.0.1,8,8,0,0,68341.2,0.00133602
6021,10.0.0.12,10.0.0.15,15,15,0,0,1.03738e+06,0.0028517
6022,10.0.0.15,10.0.0.12,8,8,0,0,68328.4,0.00133608
6023,10.0.0.11,10.0.0.4,15,15,0,0,1.03801e+06,0.00283645
6024,10.0.0.4,10.0.0.11,8,8,0,0,68341.1,0.00133604
6025,10.0.0.13,10.0.0.1,13,13,0,0,856326,0.0117612
6026,10.0.0.1,10.0.0.13,7,7,0,0,74023.4,0.00116907
6027,10.0.0.15,10.0.0.1,15,15,0,0,1.03835e+06,0.00285941
6028,10.0.0.1,10.0.0.15,8,8,0,0,68340.7,0.00133614
6029,10.0.0.10,10.0.0.14,15,15,0,0,1.03695e+06,0.00423506
6030,10.0.0.14,10.0.0.10,8,8,0,0,70296.5,0.00139016
6031,10.0.0.2,10.0.0.3,15,15,0,0,1.03626e+06,0.00302166
